计费对象,产品名称,产品到期时间,状态,停机类型,客户编号,用户类型,客户等级,网络类型,业务备注,收费类型,入网时间,渠道名称,网格序号
ys0044190,宽带4M产品,3/16/2017,正使用,正常,c10006922173,新用户,1星D客户,城网用户,EOC接入,普通,7/19/2013, , 
ys0044215,宽带10M产品,7/18/2017,正使用,正常,c10006923092,新用户,5星ABD客户,城网用户,EOC接入,普通,7/19/2013, , 
ys0044258,宽带20M产品,7/19/2017,正使用,正常,c10006923896,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044257,宽带20M产品,7/19/2017,正使用,正常,c10006923898,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044259,宽带20M产品,7/19/2017,正使用,正常,c10006923909,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044260,宽带20M产品,7/19/2017,正使用,正常,c10006923910,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044265,宽带20M产品,7/19/2017,正使用,正常,c10006923925,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044255,宽带20M产品,7/19/2017,正使用,正常,c10006923973,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044256,宽带20M产品,7/19/2017,正使用,正常,c10006923995,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044261,宽带20M产品,7/19/2017,正使用,正常,c10006924028,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044266,宽带20M产品,7/19/2017,正使用,正常,c10006924043,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044268,宽带20M产品,7/19/2017,正使用,正常,c10006924046,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044269,宽带20M产品,7/19/2017,正使用,正常,c10006924051,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044270,宽带20M产品,7/19/2017,正使用,正常,c10006924053,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044271,宽带20M产品,7/19/2017,正使用,正常,c10006924057,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044274,宽带20M产品,7/19/2017,正使用,正常,c10006924062,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044276,宽带20M产品,7/19/2017,正使用,正常,c10006924073,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044278,宽带20M产品,7/19/2017,正使用,正常,c10006924075,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044285,宽带20M产品,7/19/2017,正使用,正常,c10006924098,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044290,宽带20M产品,7/19/2017,正使用,正常,c10006924113,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044296,宽带10M产品,7/19/2016,已停用,客户报停,c10006924119,新用户,离线,农网用户,EOC接入,普通,7/20/2013, , 
ys0044297,宽带20M产品,7/19/2017,正使用,正常,c10006924122,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044293,宽带20M产品,7/19/2017,正使用,正常,c10006924123,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044301,宽带20M产品,7/19/2017,正使用,正常,c10006924125,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044302,宽带20M产品,7/19/2017,正使用,正常,c10006924128,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044306,宽带20M产品,8/14/2017,正使用,正常,c10006924136,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044272,宽带20M产品,7/19/2017,正使用,正常,c10006924159,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044275,宽带20M产品,7/19/2017,正使用,正常,c10006924167,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044279,宽带20M产品,7/19/2017,正使用,正常,c10006924178,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044281,宽带20M产品,7/19/2017,正使用,正常,c10006924184,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044283,宽带20M产品,7/19/2017,正使用,正常,c10006924190,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044284,宽带20M产品,7/19/2017,正使用,正常,c10006924197,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044288,宽带20M产品,7/19/2017,正使用,正常,c10006924201,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044286,宽带20M产品,7/19/2017,正使用,正常,c10006924204,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044289,宽带20M产品,7/19/2017,正使用,正常,c10006924208,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044291,宽带20M产品,7/19/2017,正使用,正常,c10006924213,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044292,宽带20M产品,7/19/2017,正使用,正常,c10006924217,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044294,宽带20M产品,7/19/2017,正使用,正常,c10006924219,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044295,宽带20M产品,7/19/2017,正使用,正常,c10006924223,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044298,宽带20M产品,7/19/2017,正使用,正常,c10006924228,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044303,宽带20M产品,7/19/2017,正使用,正常,c10006924237,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044305,宽带20M产品,7/19/2017,正使用,正常,c10006924244,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044308,宽带20M产品,7/19/2017,正使用,正常,c10006924249,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0044310,宽带20M产品,7/19/2017,正使用,正常,c10006924251,新用户,5星ABD客户,农网用户,EOC接入,普通,7/20/2013, , 
ys0087703,宽带10M产品,10/12/2017,正使用,正常,c10006924814,新用户,5星ABD客户,城网用户,EOC接入,农网居民,6/6/2015, , 
ys0044340,宽带10M产品,9/5/2017,正使用,正常,c10006924834,新用户,5星ABD客户,城网用户,EOC接入,普通,7/21/2013, , 
ys0044438,宽带10M产品,3/20/2017,正使用,正常,c10006927722,新用户,1星D客户,农网用户,EOC接入,普通,7/23/2013, , 
ys0044591,宽带4M产品,4/2/2016,已停用,客户报停,c10006932675,新用户,离线,城网用户,EOC接入,普通,7/27/2013, , 
ys0044600,宽带10M产品,7/27/2017,正使用,正常,c10006932862,新用户,5星ABD客户,农网用户,EOC接入,普通,7/27/2013, , 
ys0044623,宽带10M产品,10/29/2017,正使用,正常,c10006933214,新用户,5星ABD客户,城网用户,EOC接入,普通,7/28/2013, , 
ys0050306,宽带10M产品,9/5/2017,正使用,正常,c10006936988,新用户,5星ABD客户,农网用户,EOC接入,普通,10/21/2013, , 
ys0044802,宽带10M产品,3/2/2018,正使用,正常,c10006938406,新用户,1星D客户,农网用户,EOC接入,普通,7/31/2013, , 
ys0044827,宽带10M产品,7/31/2017,正使用,正常,c10006939250,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/1/2013, , 
ys0044872,宽带10M产品,9/15/2017,正使用,正常,c10006940336,新用户,5星ABD客户,城网用户,EOC接入,普通,8/2/2013, , 
ys0045088,宽带10M产品,10/2/2017,正使用,正常,c10006944206,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/6/2013, , 
ys0043328,宽带10M产品,1/25/2017,已停用,欠费停机,c10002462876,新用户,VIP商业个人客户,城网用户,EOC接入,普通,7/3/2013, , 
ys0045173,宽带20M产品,5/1/2017,正使用,正常,c10006946147,新用户,1星D客户,城网用户,EOC接入,普通,8/7/2013, , 
ys0045179,宽带10M产品,9/10/2017,正使用,正常,c10006946247,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/7/2013, , 
ys0036664,宽带10M产品,8/8/2017,正使用,正常,c10006946296,新用户,5星ABD客户,城网用户,EOC接入,农网居民,2/26/2013, , 
ys0020572,宽带2M产品,1/25/2017,已停用,欠费停机,c10006020623,新用户,离线,农网用户,EOC接入,普通,11/23/2011, , 
ys0090203,宽带10M产品,7/24/2017,正使用,正常,c10006948107,新用户,5星ABD客户,城网用户,EOC接入,普通,7/23/2015, , 
ys0045336,宽带10M产品,9/10/2017,正使用,正常,c10006949142,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/10/2013, , 
ys0045350,宽带10M产品,1/19/2018,正使用,正常,c10006949512,新用户,1星D客户,农网用户,LAN接入,普通,8/11/2013, , 
ys0045548,宽带10M产品,1/15/2018,正使用,正常,c10006952764,新用户,1星D客户,农网用户,EOC接入,普通,8/14/2013, , 
ys0045605,宽带10M产品,9/16/2016,已停用,客户报停,c10006954194,新用户,离线,城网用户,EOC接入,普通,8/15/2013, , 
ys0045629,宽带10M产品,9/18/2017,正使用,正常,c10006954864,新用户,5星ABD客户,城网用户,LAN接入,农网居民,8/15/2013, , 
ys0045684,宽带10M产品,9/15/2017,正使用,正常,c10006956001,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/16/2013, , 
ys0043580,宽带10M产品,1/25/2017,已停用,欠费停机,c10006302180,新用户,离线,农网用户,LAN接入,普通,7/7/2013, , 
ys0068334,宽带10M产品,1/26/2017,已停用,欠费停机,c10002405540,新用户,离线,城网用户,EOC接入,普通,6/24/2014, , 
ys0073761,宽带10M产品,1/26/2017,已停用,欠费停机,c10002565279,新用户,1星A客户,城网用户,EOC接入,普通,9/23/2014, , 
ys0045978,宽带10M产品,11/8/2017,正使用,正常,c10006961673,新用户,5星ABD客户,城网用户,LAN接入,普通,8/22/2013, , 
ys0046016,宽带10M产品,9/21/2017,正使用,正常,c10006962117,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/22/2013, , 
ys0046151,宽带4M产品,3/15/2017,正使用,正常,c10006964242,新用户,1星D客户,城网用户,EOC接入,普通,8/24/2013, , 
ys0046150,宽带10M产品,10/14/2017,正使用,正常,c10006964310,新用户,1星D客户,农网用户,EOC接入,普通,8/24/2013, , 
ys0120065,宽带10M产品,9/28/2017,正使用,正常,c10006966027,新用户,5星ABD客户,城网用户,EOC接入,普通,9/29/2016, , 
ys0046313,宽带10M产品,2/26/2017,正使用,正常,c10006966632,新用户,1星D客户,农网用户,EOC接入,普通,8/26/2013, , 
ys0046305,宽带10M产品,10/16/2017,正使用,正常,c10006966657,新用户,5星ABD客户,农网用户,EOC接入,农网居民,8/26/2013, , 
ys0046337,宽带10M产品,10/16/2017,正使用,正常,c10006967096,新用户,5星ABD客户,农网用户,LAN接入,普通,8/27/2013, , 
ys0068531,宽带10M产品,1/26/2017,已停用,欠费停机,c10003734790,新用户,1星A客户,城网用户,EOC接入,普通,6/26/2014, , 
ys0034038,宽带4M产品,10/7/2017,正使用,正常,c10006968254,新用户,5星ABD客户,城网用户,LAN接入,普通,12/28/2012, , 
ys0046414,宽带10M产品,9/27/2017,正使用,正常,c10006968532,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/27/2013, , 
ys0046540,宽带10M产品,5/5/2017,正使用,正常,c10006971169,新用户,5星ABD客户,农网用户,LAN接入,普通,8/29/2013, , 
ys0046566,宽带10M产品,10/2/2017,正使用,正常,c10006971895,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/30/2013, , 
ys0046686,宽带10M产品,9/5/2017,正使用,正常,c10006974093,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/31/2013, , 
ys0046689,宽带10M产品,10/2/2017,正使用,正常,c10006974174,新用户,5星ABD客户,城网用户,EOC接入,农网居民,8/31/2013, , 
ys0046808,宽带4M产品,5/3/2017,正使用,正常,c10006976881,新用户,5星ABD客户,城网用户,EOC接入,普通,9/2/2013, , 
ys0046856,宽带10M产品,2/4/2018,正使用,正常,c10006977701,新用户,1星D客户,城网用户,EOC接入,普通,9/3/2013, , 
ys0046997,宽带10M产品,10/3/2017,正使用,正常,c10006979885,新用户,5星ABD客户,城网用户,EOC接入,普通,9/4/2013, , 
ys0046996,宽带10M产品,4/20/2017,正使用,正常,c10006979954,新用户,1星D客户,农网用户,LAN接入,普通,9/4/2013, , 
ys0005979,宽带10M产品,1/26/2017,已停用,欠费停机,c10004149584,新用户,离线,城网用户,EOC接入,普通,8/12/2010, , 
ys0047140,宽带4M产品,11/12/2017,正使用,正常,c10006984005,新用户,5星ABD客户,城网用户,LAN接入,普通,9/6/2013, , 
ys0047206,宽带10M产品,3/21/2018,正使用,正常,c10006985292,新用户,1星D客户,城网用户,LAN接入,普通,9/8/2013, , 
ys0047223,宽带10M产品,5/14/2017,正使用,正常,c10006985499,新用户,1星D客户,城网用户,LAN接入,普通,9/8/2013, , 
ys0047224,宽带10M产品,2/18/2017,正使用,正常,c10006985516,新用户,3星AD客户,农网用户,EOC接入,普通,9/8/2013, , 
ys0047253,宽带4M产品,3/15/2017,正使用,正常,c10006986175,新用户,1星D客户,农网用户,EOC接入,普通,9/9/2013, , 
ys0047258,宽带10M产品,2/17/2017,正使用,正常,c10006986224,新用户,1星D客户,农网用户,EOC接入,普通,9/9/2013, , 
ys0047290,宽带10M产品,10/11/2017,正使用,正常,c10006986909,新用户,5星ABD客户,城网用户,EOC接入,普通,9/9/2013, , 
ys0047503,宽带10M产品,9/8/2017,正使用,正常,c10006991014,新用户,5星ABD客户,农网用户,EOC接入,普通,9/12/2013, , 
ys0081402,宽带10M产品,1/26/2017,已停用,欠费停机,c10004777779,新用户,离线,城网用户,EOC接入,普通,1/26/2015, , 
ys0050027,宽带10M产品,2/22/2017,正使用,正常,c10006991292,新用户,5星ABD客户,农网用户,EOC接入,广电系统,10/17/2013, , 
ys0050542,宽带4M产品,11/24/2017,正使用,正常,c10006991302,新用户,5星ABD客户,农网用户,EOC接入,广电系统,10/24/2013, , 
ys0032427,宽带10M产品,1/26/2017,已停用,欠费停机,c10005033722,新用户,离线,农网用户,EOC接入,普通,11/13/2012, , 
ys0040033,宽带10M产品,1/26/2017,已停用,欠费停机,c10005764005,新用户,离线,农网用户,EOC接入,普通,5/9/2013, , 
ys0049846,宽带10M产品,11/8/2017,正使用,正常,c10006991393,新用户,5星ABD客户,农网用户,EOC接入,广电系统,10/15/2013, , 
ys0050361,宽带10M产品,11/22/2017,正使用,正常,c10006993016,新用户,5星ABD客户,农网用户,EOC接入,广电系统,10/22/2013, , 
ys0012816,宽带10M产品,1/26/2017,已停用,欠费停机,c10005875326,新用户,离线,农网用户,EOC接入,普通,3/2/2011, , 
ys0018604,宽带10M产品,1/26/2017,已停用,欠费停机,c10006035617,新用户,离线,城网用户,EOC接入,普通,8/31/2011, , 
ys0047574,宽带10M产品,11/13/2017,正使用,正常,c10006993344,新用户,5星ABD客户,城网用户,EOC接入,普通,9/14/2013, , 
ys0047600,宽带4M产品,5/16/2017,正使用,正常,c10006993930,新用户,1星D客户,农网用户,LAN接入,普通,9/14/2013, , 
ys0034783,宽带10M产品,1/27/2017,已停用,欠费停机,c10002336519,新用户,离线,农网用户,EOC接入,普通,1/15/2013, , 
ys0047674,宽带10M产品,1/8/2018,正使用,正常,c10006995135,新用户,5星ABD客户,城网用户,EOC接入,普通,9/16/2013, , 
ys0020648,宽带4M产品,10/23/2017,正使用,正常,c10006995727,新用户,5星ABD客户,城网用户,EOC接入,普通,11/25/2011, , 
ys0047721,宽带4M产品,2/7/2018,正使用,正常,c10006995980,新用户,5星ABD客户,农网用户,EOC接入,普通,9/16/2013, , 
ys0047788,宽带10M产品,10/17/2017,正使用,正常,c10006996850,新用户,5星ABD客户,城网用户,EOC接入,普通,9/17/2013, , 
ys0047846,宽带10M产品,2/27/2017,正使用,正常,c10006998149,新用户,1星D客户,农网用户,EOC接入,普通,9/18/2013, , 
ys0078883,宽带10M产品,12/19/2017,正使用,正常,c10006998211,新用户,5星ABD客户,城网用户,EOC接入,广电系统,12/20/2014, , 
ys0047861,宽带4M产品,3/8/2017,正使用,正常,c10006998332,新用户,1星D客户,城网用户,LAN接入,普通,9/18/2013, , 
ys0080512,宽带4M产品,1/12/2016,已停用,客户报停,c10006998507,新用户,3星AB客户,城网用户,EOC接入,广电系统,1/13/2015, , 
ys0093605,宽带10M产品,10/21/2017,正使用,正常,c10006998706,新用户,5星ABD客户,农网用户,EOC接入,普通,9/22/2015, , 
ys0047888,宽带4M产品,3/7/2017,正使用,正常,c10006998951,新用户,1星D客户,城网用户,LAN接入,普通,9/18/2013, , 
ys0047914,宽带10M产品,10/22/2017,正使用,正常,c10006999378,新用户,5星ABD客户,城网用户,EOC接入,农网居民,9/19/2013, , 
ys0047918,宽带10M产品,10/18/2017,正使用,正常,c10006999391,新用户,5星ABD客户,城网用户,LAN接入,普通,9/19/2013, , 
ys0076504,宽带10M产品,3/15/2018,正使用,正常,c10007000042,新用户,5星ABD客户,城网用户,EOC接入,农网居民,11/14/2014, , 
ys0047995,宽带10M产品,10/22/2017,正使用,正常,c10007000691,新用户,5星ABD客户,城网用户,EOC接入,普通,9/22/2013, , 
ys0048088,宽带10M产品,2/28/2017,正使用,正常,c10007002623,新用户,1星D客户,农网用户,LAN接入,普通,9/23/2013, , 
ys0048177,宽带10M产品,10/11/2017,正使用,正常,c10007004119,新用户,1星D客户,农网用户,LAN接入,普通,9/24/2013, , 
ys0064529,宽带10M产品,1/25/2018,正使用,正常,c10007005478,新用户,5星ABD客户,农网用户,EOC接入,普通,4/15/2014, , 
ys0048493,宽带10M产品,3/22/2017,正使用,正常,c10007009796,新用户,1星D客户,城网用户,EOC接入,普通,9/28/2013, , 
ys0048501,宽带10M产品,2/27/2017,正使用,正常,c10007009965,新用户,1星D客户,城网用户,EOC接入,普通,9/28/2013, , 
ys0048549,宽带10M产品,2/27/2017,正使用,正常,c10007010653,新用户,1星D客户,农网用户,EOC接入,普通,9/28/2013, , 
ys0048586,宽带4M产品,11/28/2015,已停用,客户报停,c10007011240,新用户,离线,农网用户,LAN接入,普通,9/29/2013, , 
ys0068504,宽带10M产品,10/16/2017,正使用,正常,c10007011587,新用户,5星ABD客户,农网用户,LAN接入,普通,6/26/2014, , 
ys0048659,宽带10M产品,11/28/2017,正使用,正常,c10007011608,新用户,5星ABD客户,农网用户,EOC接入,普通,9/29/2013, , 
ys0048761,宽带10M产品,3/3/2017,正使用,正常,c10007013646,新用户,1星D客户,城网用户,EOC接入,普通,9/30/2013, , 
ys0048882,宽带10M产品,10/4/2017,正使用,正常,c10007016558,新用户,5星ABD客户,城网用户,EOC接入,农网居民,10/2/2013, , 
ys0048903,宽带4M产品,5/3/2017,正使用,正常,c10007016747,新用户,5星ABD客户,城网用户,EOC接入,普通,10/2/2013, , 
ys0048923,宽带10M产品,10/2/2017,正使用,正常,c10007017018,新用户,5星ABD客户,城网用户,LAN接入,农网居民,10/3/2013, , 
